RodrigoFoil           
         1           0
   0.96042   0.0067088
   0.92171     0.01339
   0.88395     0.02002
   0.84717    0.026577
   0.81143     0.03304
   0.77674    0.039388
   0.74313    0.045601
   0.71061     0.05166
   0.67918    0.057547
   0.64884    0.063242
   0.61957    0.068729
   0.59135    0.073992
   0.56416    0.079013
   0.53797    0.083779
   0.51274    0.088273
   0.48843    0.092482
   0.46501    0.096392
   0.44243     0.09999
   0.42065     0.10326
   0.39961      0.1062
   0.37927     0.10879
   0.35957     0.11102
   0.34048     0.11289
   0.32194     0.11437
   0.30391     0.11547
   0.28635     0.11617
   0.26922     0.11647
   0.25248     0.11636
    0.2361     0.11582
   0.22006     0.11487
   0.20433     0.11348
    0.1889     0.11165
   0.17376     0.10938
   0.15891     0.10667
   0.14437      0.1035
   0.13014    0.099873
   0.11625     0.09579
   0.10275    0.091244
   0.08967    0.086233
  0.077076    0.080755
  0.065038    0.074807
  0.053638    0.068388
  0.042973    0.061497
  0.033151    0.054132
  0.024297    0.046294
  0.016552    0.037982
  0.010069    0.029196
 0.0050209    0.019936
 0.0015958    0.010204
         0           0
         0           0
0.00015099  -0.0044595
0.00072518  -0.0078321
 0.0019221   -0.010231
  0.003917   -0.011762
 0.0068615   -0.012529
  0.010885   -0.012627
  0.016096   -0.012148
  0.022581   -0.011176
  0.030409  -0.0097938
  0.039632  -0.0080755
   0.05028  -0.0060922
  0.062372  -0.0039096
  0.075909  -0.0015885
   0.09088  0.00081483
   0.10726   0.0032489
     0.125   0.0056667
   0.14407   0.0080258
   0.16441    0.010288
   0.18593    0.012419
   0.20858     0.01439
   0.23227    0.016175
    0.2569    0.017752
    0.2824    0.019105
   0.30865    0.020218
   0.33557    0.021083
   0.36305    0.021693
   0.39099    0.022046
   0.41928    0.022142
   0.44784    0.021986
   0.47655    0.021585
   0.50533     0.02095
   0.53409    0.020096
   0.56274     0.01904
   0.59121    0.017802
   0.61943    0.016404
   0.64733    0.014874
   0.67486    0.013239
   0.70198     0.01153
   0.72867   0.0097833
   0.75491   0.0080333
   0.78069   0.0063195
   0.80603   0.0046829
   0.83096   0.0031669
   0.85551   0.0018169
   0.87976  0.00068047
   0.90378  -0.0001928
   0.92769 -0.00075153
   0.95159 -0.00094252
   0.97564 -0.00071086
         1           0
