RodrigoFoil           
         1           0
   0.96042   0.0063504
   0.92172    0.012058
   0.88398     0.01722
   0.84727    0.021924
   0.81162    0.026253
   0.77708    0.030278
   0.74367    0.034065
   0.71141    0.037671
   0.68028    0.041148
    0.6503    0.044538
   0.62145    0.047879
    0.5937      0.0512
   0.56702    0.054527
   0.54139    0.057876
   0.51676    0.061261
   0.49309    0.064689
   0.47032    0.068159
   0.44841    0.071669
    0.4273    0.075209
   0.40693    0.078768
   0.38726    0.082325
   0.36821    0.085861
   0.34974    0.089347
   0.33178    0.092756
   0.31429    0.096053
   0.29722    0.099203
   0.28051     0.10216
   0.26412      0.1049
   0.24801     0.10735
   0.23216     0.10949
   0.21653     0.11125
   0.20111     0.11258
   0.18589     0.11344
   0.17086     0.11377
   0.15603     0.11351
   0.14142     0.11261
   0.12705     0.11101
   0.11298     0.10864
  0.099235     0.10546
  0.085899     0.10139
  0.073045    0.096394
  0.060768    0.090402
  0.049177    0.083357
  0.038398    0.075205
  0.028573    0.065888
  0.019861    0.055353
   0.01244    0.043546
 0.0065083    0.030418
 0.0022825    0.015918
         0           0
         0           0
0.00012008   -0.011373
0.00061616   -0.020565
 0.0016837   -0.027786
  0.003496   -0.033237
 0.0062053   -0.037111
  0.009943   -0.039586
  0.014821   -0.040833
  0.020934   -0.041013
  0.028356   -0.040276
  0.037146   -0.038763
  0.047346   -0.036606
  0.058984   -0.033928
  0.072071   -0.030842
  0.086607   -0.027454
   0.10258   -0.023861
   0.11996   -0.020149
   0.13871     -0.0164
   0.15878   -0.012685
   0.18013   -0.009069
   0.20267  -0.0056083
   0.22635  -0.0023523
   0.25107  0.00065663
   0.27676   0.0033834
   0.30333   0.0057996
   0.33067   0.0078834
   0.35869   0.0096193
   0.38728    0.010998
   0.41635    0.012017
   0.44579    0.012678
    0.4755    0.012989
   0.50537    0.012964
    0.5353    0.012623
   0.56519    0.011989
   0.59494     0.01109
   0.62447   0.0099606
   0.65368   0.0086382
    0.6825   0.0071648
   0.71085   0.0055869
   0.73866   0.0039543
   0.76587   0.0023208
   0.79244   0.0007437
   0.81832 -0.00071655
   0.84349  -0.0019963
   0.86793  -0.0030292
   0.89164  -0.0037459
   0.91462  -0.0040747
    0.9369  -0.0039416
   0.95852  -0.0032704
   0.97953  -0.0019832
         1           0
