RodrigoFoil           
         1           0
   0.96042   0.0064508
    0.9217     0.01303
   0.88393    0.019691
   0.84712    0.026386
   0.81134    0.033075
    0.7766    0.039716
   0.74291    0.046272
    0.7103    0.052707
   0.67876    0.058988
   0.64829    0.065083
   0.61888    0.070966
    0.5905    0.076607
   0.56314    0.081983
   0.53676    0.087071
   0.51134    0.091849
   0.48684    0.096299
   0.46322      0.1004
   0.44044     0.10415
   0.41846     0.10751
   0.39722     0.11049
   0.37669     0.11307
   0.35682     0.11524
   0.33757     0.11699
   0.31889     0.11832
   0.30074     0.11921
   0.28308     0.11967
   0.26587     0.11969
   0.24908     0.11927
   0.23268      0.1184
   0.21665     0.11709
   0.20096     0.11533
    0.1856     0.11312
   0.17056     0.11047
   0.15585     0.10737
   0.14147     0.10384
   0.12743    0.099864
   0.11376    0.095453
   0.10049     0.09061
  0.087671    0.085338
  0.075347    0.079639
  0.063586    0.073519
  0.052465     0.06698
  0.042071    0.060026
  0.032507    0.052661
  0.023888    0.044888
  0.016342     0.03671
  0.010014     0.02813
 0.0050612    0.019151
 0.0016596   0.0097736
         0           0
         0           0
0.00014811  -0.0060779
0.00074795   -0.010813
 0.0020124   -0.014341
  0.004128    -0.01679
  0.007256   -0.018282
  0.011534   -0.018933
  0.017075   -0.018851
  0.023972    -0.01814
  0.032297   -0.016897
  0.042101   -0.015213
  0.053416   -0.013172
  0.066259   -0.010854
  0.080629  -0.0083327
  0.096509  -0.0056754
   0.11387  -0.0029448
   0.13266 -0.00019796
   0.15284   0.0025134
   0.17433   0.0051428
   0.19706   0.0076487
   0.22094   0.0099945
   0.24587    0.012149
   0.27177    0.014084
   0.29853     0.01578
   0.32603    0.017216
   0.35416    0.018382
   0.38282    0.019267
   0.41188    0.019867
   0.44123    0.020182
   0.47075    0.020216
   0.50034    0.019976
   0.52988    0.019473
   0.55927    0.018723
   0.58841    0.017745
   0.61722    0.016561
    0.6456    0.015197
   0.67348    0.013682
    0.7008    0.012049
    0.7275    0.010332
   0.75354   0.0085707
   0.77889   0.0068064
   0.80354   0.0050834
   0.82749   0.0034486
   0.85076   0.0019516
   0.87338  0.00064455
    0.8954 -0.00041802
   0.91691  -0.0011793
   0.93799  -0.0015802
   0.95877  -0.0015597
   0.97939  -0.0010547
         1           0
