RodrigoFoil          
        1           0
  0.96154   0.0097989
  0.92595    0.019193
  0.89293    0.028176
  0.86218    0.036745
  0.83344    0.044893
  0.80645    0.052615
  0.78098    0.059908
  0.75681    0.066765
  0.73373    0.073183
  0.71157    0.079157
  0.69015    0.084683
  0.66932    0.089758
  0.64893    0.094379
  0.62887    0.098542
  0.60902     0.10225
  0.58929     0.10549
  0.56959     0.10827
  0.54985     0.11059
  0.53001     0.11245
  0.51002     0.11385
  0.48986      0.1148
  0.46949     0.11529
  0.44891     0.11533
  0.42811     0.11493
  0.40711     0.11409
  0.38591     0.11282
  0.36456     0.11113
  0.34307     0.10903
  0.32151     0.10653
  0.29992     0.10365
  0.27837      0.1004
  0.25692    0.096792
  0.23564    0.092847
  0.21463    0.088585
  0.19396    0.084025
  0.17374    0.079191
  0.15406    0.074107
  0.13502    0.068799
  0.11674    0.063296
 0.099324    0.057627
 0.082895    0.051825
  0.06757    0.045924
 0.053474    0.039961
 0.040732    0.033973
 0.029473    0.028003
 0.019826    0.022093
 0.011922    0.016288
0.0058948    0.010637
0.0018763   0.0051902
        0           0
        0           0
0.0021053  -0.0044213
0.0077598  -0.0077618
 0.016611   -0.010132
 0.028326   -0.011636
  0.04259   -0.012373
 0.059106   -0.012435
 0.077596   -0.011912
 0.097796   -0.010884
  0.11946  -0.0094299
  0.14237   -0.007621
  0.16629  -0.0055247
  0.19105  -0.0032034
  0.21645 -0.00071508
  0.24233    0.001887
  0.26853   0.0045539
  0.29492   0.0072408
  0.32136   0.0099071
  0.34775    0.012516
  0.37398    0.015034
  0.39997    0.017433
  0.42563    0.019687
  0.45091    0.021773
  0.47574    0.023672
  0.50009    0.025368
  0.52391    0.026848
  0.54719    0.028102
   0.5699    0.029123
  0.59204    0.029905
  0.61361    0.030446
  0.63461    0.030746
  0.65507    0.030806
    0.675    0.030631
  0.69443    0.030226
  0.71341    0.029599
  0.73197    0.028759
  0.75015    0.027716
  0.76801    0.026483
   0.7856    0.025071
  0.80298    0.023496
  0.82022    0.021772
  0.83738    0.019915
  0.85452    0.017941
  0.87173    0.015868
  0.88906    0.013711
   0.9066    0.011489
  0.92442   0.0092186
   0.9426   0.0069177
   0.9612   0.0046032
  0.98031   0.0022919
        1           0
