RodrigoFoil           
         1           0
   0.96042   0.0062112
   0.92172    0.012122
   0.88398    0.017768
   0.84727    0.023181
   0.81162    0.028388
   0.77708    0.033413
   0.74367    0.038277
   0.71139    0.042998
   0.68026    0.047588
   0.65027     0.05206
    0.6214    0.056422
   0.59363    0.060677
   0.56693    0.064828
   0.54127    0.068876
   0.51661    0.072816
   0.49289    0.076644
   0.47007    0.080352
   0.44811     0.08393
   0.42693    0.087366
   0.40649    0.090645
   0.38673    0.093753
    0.3676    0.096672
   0.34903    0.099382
   0.33097     0.10186
   0.31336     0.10409
   0.29616     0.10605
   0.27933     0.10771
   0.26281     0.10904
   0.24657     0.11003
   0.23058     0.11063
   0.21481     0.11083
   0.19925      0.1106
    0.1839     0.10991
   0.16874     0.10873
   0.15379     0.10702
   0.13907     0.10477
   0.12461     0.10194
   0.11046    0.098502
   0.09667    0.094427
  0.083311    0.089688
  0.070468    0.084256
   0.05824    0.078104
  0.046741    0.071206
  0.036104    0.063535
  0.026477    0.055068
  0.018026    0.045781
  0.010938    0.035651
 0.0054167    0.024656
 0.0016887    0.012779
         0           0
         0           0
0.00040155  -0.0058558
 0.0016516   -0.010401
 0.0039197    -0.01377
 0.0073502   -0.016087
  0.012063   -0.017472
  0.018156    -0.01804
  0.025703   -0.017898
   0.03476   -0.017146
   0.04536    -0.01588
  0.057522    -0.01419
  0.071243   -0.012159
  0.086507  -0.0098645
   0.10328  -0.0073792
   0.12152  -0.0047697
   0.14117  -0.0020973
   0.16216  0.00058216
   0.18441   0.0032179
   0.20782   0.0057644
   0.23231    0.008181
   0.25776    0.010432
   0.28408    0.012487
   0.31114     0.01432
   0.33883     0.01591
   0.36702    0.017239
    0.3956    0.018295
   0.42445    0.019071
   0.45345    0.019563
   0.48248     0.01977
   0.51143    0.019699
   0.54019    0.019357
   0.56865    0.018757
   0.59673    0.017914
   0.62433     0.01685
   0.65138    0.015587
   0.67782    0.014153
   0.70357    0.012577
   0.72861    0.010894
    0.7529   0.0091398
   0.77643   0.0073556
   0.79921    0.005584
   0.82125   0.0038709
   0.84259   0.0022653
   0.86329  0.00081853
   0.88344 -0.00041511
   0.90313  -0.0013789
   0.92249  -0.0020137
   0.94166  -0.0022581
   0.96084  -0.0020482
    0.9802  -0.0013181
         1           0
