RodrigoFoil          
        1           0
  0.96154   0.0097971
  0.92596    0.019178
  0.89295     0.02813
  0.86221    0.036639
  0.83348    0.044695
   0.8065    0.052288
  0.78104    0.059412
  0.75687     0.06606
   0.7338    0.072228
  0.71164    0.077912
  0.69021     0.08311
  0.66936    0.087822
  0.64895    0.092049
  0.62886    0.095792
  0.60898    0.099056
   0.5892     0.10184
  0.56944     0.10416
  0.54963     0.10602
  0.52972     0.10741
  0.50965     0.10837
  0.48939     0.10888
  0.46893     0.10897
  0.44824     0.10864
  0.42732      0.1079
   0.4062     0.10678
  0.38487     0.10528
  0.36338     0.10341
  0.34176      0.1012
  0.32006    0.098655
  0.29833    0.095793
  0.27664    0.092632
  0.25506    0.089188
  0.23365     0.08548
  0.21252    0.081523
  0.19175    0.077338
  0.17143    0.072943
  0.15167    0.068355
  0.13257    0.063595
  0.11426    0.058681
 0.096836    0.053633
 0.080432     0.04847
 0.065169    0.043211
 0.051175    0.037876
 0.038581    0.032484
  0.02752    0.027054
 0.018128    0.021606
 0.010541    0.016158
0.0048974    0.010728
0.0013373   0.0053365
        0           0
        0           0
0.0027337  -0.0044197
0.0089636  -0.0077559
 0.018343   -0.010119
 0.030545   -0.011615
 0.045258   -0.012342
 0.062191   -0.012394
 0.081066   -0.011859
  0.10163   -0.010819
  0.12363  -0.0093526
  0.14684  -0.0075311
  0.17106  -0.0054224
  0.19608  -0.0030888
  0.22173 -0.00058848
  0.24784   0.0020253
  0.27425   0.0047034
  0.30082   0.0074012
  0.32743    0.010078
  0.35396    0.012697
  0.38031    0.015225
  0.40639    0.017632
  0.43212    0.019895
  0.45745    0.021989
  0.48229    0.023895
  0.50663    0.025599
  0.53041    0.027087
  0.55361    0.028348
  0.57622    0.029375
  0.59822    0.030163
  0.61962    0.030711
  0.64043    0.031016
  0.66066    0.031082
  0.68033    0.030911
  0.69948    0.030511
  0.71815    0.029887
  0.73637     0.02905
  0.75419    0.028008
  0.77167    0.026775
  0.78888    0.025362
  0.80586    0.023784
   0.8227    0.022055
  0.83945     0.02019
  0.85621    0.018206
  0.87304    0.016117
  0.89002    0.013943
  0.90725    0.011697
   0.9248   0.0093991
  0.94276   0.0070641
  0.96123   0.0047086
  0.98027   0.0023488
        1           0
