RodrigoFoil           
         1           0
   0.96052   0.0075585
   0.92206    0.014581
   0.88457    0.021109
   0.84802     0.02718
   0.81237    0.032829
    0.7776    0.038088
   0.74368    0.042983
   0.71058    0.047541
   0.67828    0.051783
   0.64676    0.055728
   0.61601    0.059394
   0.58602    0.062795
   0.55676    0.065943
   0.52824    0.068848
   0.50043    0.071517
   0.47335    0.073955
   0.44698    0.076168
   0.42132    0.078157
   0.39637    0.079922
   0.37213    0.081464
   0.34861     0.08278
    0.3258    0.083867
   0.30371    0.084721
   0.28234    0.085337
    0.2617    0.085709
    0.2418    0.085831
   0.22264    0.085696
   0.20422    0.085297
   0.18657    0.084627
   0.16968    0.083679
   0.15356    0.082444
   0.13822    0.080917
   0.12367    0.079089
   0.10991    0.076956
  0.096948    0.074511
  0.084793    0.071749
  0.073449    0.068666
   0.06292     0.06526
   0.05321    0.061528
  0.044319     0.05747
   0.03625    0.053087
  0.029002     0.04838
  0.022574    0.043354
  0.016961    0.038016
  0.012159    0.032372
 0.0081609    0.026433
 0.0049581     0.02021
 0.0025394    0.013719
0.00089189   0.0069754
         0           0
         0           0
0.00050235  -0.0044467
 0.0017772  -0.0082404
 0.0039379   -0.011413
 0.0070827      -0.014
  0.011296   -0.016034
  0.016648   -0.017552
  0.023198   -0.018591
  0.030989   -0.019186
  0.040056   -0.019377
  0.050421     -0.0192
  0.062094   -0.018694
  0.075077   -0.017896
  0.089361   -0.016844
   0.10493   -0.015575
   0.12175   -0.014125
    0.1398   -0.012531
   0.15903   -0.010827
    0.1794  -0.0090484
   0.20084  -0.0072268
    0.2233  -0.0053939
   0.24672  -0.0035796
   0.27102  -0.0018122
   0.29614 -0.00011797
   0.32199   0.0014787
   0.34849   0.0029557
   0.37556   0.0042931
   0.40312   0.0054737
   0.43109   0.0064827
   0.45937   0.0073084
   0.48789    0.007942
   0.51656   0.0083776
   0.54529    0.008613
     0.574   0.0086492
   0.60262   0.0084909
   0.63106   0.0081468
   0.65925   0.0076292
   0.68713   0.0069549
   0.71463   0.0061447
   0.74169   0.0052241
   0.76825   0.0042229
   0.79427   0.0031759
    0.8197   0.0021228
   0.84452   0.0011085
    0.8687  0.00018285
   0.89222 -0.00059852
   0.91507  -0.0011746
   0.93726  -0.0014786
   0.95879  -0.0014377
   0.97969 -0.00097319
         1           0
