RodrigoFoil           
         1           0
   0.96042   0.0075825
   0.92172    0.015115
   0.88398    0.022566
   0.84727    0.029904
   0.81162    0.037099
   0.77708    0.044124
   0.74367     0.05095
   0.71139    0.057553
   0.68026    0.063909
   0.65027    0.069995
    0.6214    0.075789
   0.59363    0.081273
   0.56693    0.086426
   0.54127    0.091233
    0.5166    0.095677
   0.49288    0.099743
   0.47006     0.10342
   0.44809     0.10669
   0.42691     0.10956
   0.40647       0.112
   0.38671     0.11401
   0.36757     0.11559
     0.349     0.11672
   0.33093     0.11742
   0.31332     0.11767
   0.29612     0.11747
   0.27928     0.11682
   0.26276     0.11573
   0.24651     0.11421
   0.23052     0.11224
   0.21475     0.10984
   0.19919     0.10702
   0.18383     0.10379
   0.16866     0.10015
   0.15371    0.096115
   0.13899      0.0917
   0.12453    0.086918
   0.11038    0.081783
   0.09659    0.076313
  0.083232    0.070525
  0.070391    0.064437
  0.058165    0.058072
   0.04667    0.051449
  0.036038    0.044593
  0.026417    0.037527
  0.017975    0.030278
  0.010896    0.022871
 0.0053872    0.015336
 0.0016729   0.0077024
         0           0
         0           0
0.00017301  -0.0044351
0.00085804  -0.0077844
 0.0022814    -0.01016
 0.0046387   -0.011667
 0.0080957   -0.012408
  0.012791   -0.012476
  0.018834   -0.011963
  0.026314   -0.010954
  0.035291  -0.0095269
  0.045805  -0.0077581
  0.057878  -0.0057169
  0.071507  -0.0034687
  0.086675  -0.0010736
   0.10335   0.0014125
   0.12148   0.0039384
   0.14099   0.0064572
   0.16183   0.0089267
   0.18389    0.011308
   0.20709    0.013569
   0.23132    0.015677
   0.25647    0.017608
   0.28242    0.019339
   0.30907    0.020852
   0.33627    0.022132
   0.36392    0.023168
   0.39189    0.023953
   0.42007    0.024482
   0.44834    0.024754
   0.47659    0.024773
   0.50471    0.024543
   0.53261    0.024073
   0.56021    0.023375
   0.58742    0.022463
   0.61419    0.021353
   0.64047    0.020067
   0.66621    0.018625
   0.69141    0.017053
   0.71606    0.015379
   0.74018    0.013631
   0.76382    0.011841
   0.78703    0.010043
    0.8099   0.0082733
   0.83255   0.0065689
    0.8551   0.0049696
   0.87773   0.0035166
   0.90064   0.0022528
   0.92404   0.0012227
    0.9482  0.00047218
   0.97341  4.8433e-05
         1           0
